date,week,meal,product,M,P,F,C,FBR,SGR,K,Pg,Fg,Cg,FBRg,SGRg,Kcal
17.05.2020,20_21,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
17.05.2020,20_21,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
17.05.2020,20_21,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
17.05.2020,20_21,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
17.05.2020,20_21,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
17.05.2020,20_21,2,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
17.05.2020,20_21,2,перловка вар,300,"3,1","0,4",22,"5,1","0,26",120,"9,3","1,2",66,"15,3","0,78",360
17.05.2020,20_21,2,грудка,150,31,"3,6",0,0,0,165,"46,5","5,4",0,0,0,"247,5"
17.05.2020,20_21,2,сыр Легкий Брест,30,"31,2","18,2",0,0,0,289,"9,36","5,46",0,0,0,"86,7"
17.05.2020,20_21,3,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
17.05.2020,20_21,3,перловка вар,300,"3,1","0,4",22,"5,1","0,26",120,"9,3","1,2",66,"15,3","0,78",360
17.05.2020,20_21,3,грудка,150,31,"3,6",0,0,0,165,"46,5","5,4",0,0,0,"247,5"
17.05.2020,20_21,3,сыр Легкий Брест,30,"31,2","18,2",0,0,0,289,"9,36","5,46",0,0,0,"86,7"
17.05.2020,20_21,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
18.05.2020,20_21,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
18.05.2020,20_21,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
18.05.2020,20_21,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
18.05.2020,20_21,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
18.05.2020,20_21,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
18.05.2020,20_21,2,Яблоко,200,"0,3","0,2",14,2,"8,74",52,"0,6","0,4",28,4,"17,48",104
18.05.2020,20_21,2,перловка вар,300,"3,1","0,4",22,"5,1","0,26",120,"9,3","1,2",66,"15,3","0,78",360
18.05.2020,20_21,2,Свинина пост,150,"19,4","7,1",0,0,0,160,"29,1","10,65",0,0,0,240
18.05.2020,20_21,3,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
18.05.2020,20_21,3,перловка вар,300,"3,1","0,4",22,"5,1","0,26",120,"9,3","1,2",66,"15,3","0,78",360
18.05.2020,20_21,3,Свинина пост,150,"19,4","7,1",0,0,0,160,"29,1","10,65",0,0,0,240
18.05.2020,20_21,3,Банан,120,"1,1","0,3",23,"2,6",12,89,"1,32","0,36","27,6","3,12","14,4","106,8"
18.05.2020,20_21,3,Шоколад Спартак 72%,20,10,39,39,10,20,550,2,"7,8","7,8",2,4,110
18.05.2020,20_21,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
19.05.2020,20_21,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
19.05.2020,20_21,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
19.05.2020,20_21,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
19.05.2020,20_21,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
19.05.2020,20_21,2,Яблоко,200,"0,3","0,2",14,2,"8,74",52,"0,6","0,4",28,4,"17,48",104
19.05.2020,20_21,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
19.05.2020,20_21,2,Свинина пост,150,"19,4","7,1",0,0,0,160,"29,1","10,65",0,0,0,240
19.05.2020,20_21,2,морская капуста,100,"0,5","0,5","3,8","1,3","0,6",22,"0,5","0,5","3,8","1,3","0,6",22
19.05.2020,20_21,3,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
19.05.2020,20_21,3,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
19.05.2020,20_21,3,Свинина пост,150,"19,4","7,1",0,0,0,160,"29,1","10,65",0,0,0,240
19.05.2020,20_21,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
20.05.2020,20_21,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
20.05.2020,20_21,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
20.05.2020,20_21,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
20.05.2020,20_21,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
20.05.2020,20_21,2,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
20.05.2020,20_21,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
20.05.2020,20_21,2,индейка,150,25,1,0,0,0,130,"37,5","1,5",0,0,0,195
20.05.2020,20_21,3,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
20.05.2020,20_21,3,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
20.05.2020,20_21,3,индейка,150,25,1,0,0,0,130,"37,5","1,5",0,0,0,195
20.05.2020,20_21,2,Банан,100,"1,1","0,3",23,"2,6",12,89,"1,1","0,3",23,"2,6",12,89
20.05.2020,20_21,2,Шоколад Спартак 72%,18,10,39,39,10,20,550,"1,8","7,02","7,02","1,8","3,6",99
20.05.2020,20_21,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
21.05.2020,20_21,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
21.05.2020,20_21,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
21.05.2020,20_21,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
21.05.2020,20_21,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
21.05.2020,20_21,2,Яблоко,300,"0,3","0,2",14,2,"8,74",52,"0,9","0,6",42,6,"26,22",156
21.05.2020,20_21,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
21.05.2020,20_21,2,индейка,150,25,1,0,0,0,130,"37,5","1,5",0,0,0,195
21.05.2020,20_21,2,сыр Легкий Брест,35,"31,2","18,2",0,0,0,289,"10,92","6,37",0,0,0,"101,15"
21.05.2020,20_21,3,помидор,350,"0,9","0,2","3,9","1,2","2,63",18,"3,15","0,7","13,65","4,2","9,205",63
21.05.2020,20_21,3,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
21.05.2020,20_21,3,индейка,130,25,1,0,0,0,130,"32,5","1,3",0,0,0,169
21.05.2020,20_21,3,масло льняное,7,0,"99,8",0,0,0,898,0,"6,986",0,0,0,"62,86"
21.05.2020,20_21,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
22.05.2020,20_21,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
22.05.2020,20_21,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
22.05.2020,20_21,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
22.05.2020,20_21,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
22.05.2020,20_21,2,помидор,300,"0,9","0,2","3,9","1,2","2,63",18,"2,7","0,6","11,7","3,6","7,89",54
22.05.2020,20_21,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
22.05.2020,20_21,2,Свинина пост,150,"19,4","7,1",0,0,0,160,"29,1","10,65",0,0,0,240
22.05.2020,20_21,2,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
22.05.2020,20_21,3,помидор,300,"0,9","0,2","3,9","1,2","2,63",18,"2,7","0,6","11,7","3,6","7,89",54
22.05.2020,20_21,3,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
22.05.2020,20_21,3,Свинина пост,150,"19,4","7,1",0,0,0,160,"29,1","10,65",0,0,0,240
22.05.2020,20_21,3,Банан,120,"1,1","0,3",23,"2,6",12,89,"1,32","0,36","27,6","3,12","14,4","106,8"
22.05.2020,20_21,3,Шоколад Спартак 72%,20,10,39,39,10,20,550,2,"7,8","7,8",2,4,110
22.05.2020,20_21,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
23.05.2020,20_21,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
23.05.2020,20_21,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
23.05.2020,20_21,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
23.05.2020,20_21,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
23.05.2020,20_21,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
23.05.2020,20_21,2,грудка,150,31,"3,6",0,0,0,165,"46,5","5,4",0,0,0,"247,5"
23.05.2020,20_21,2,помидор,100,"0,9","0,2","3,9","1,2","2,63",18,"0,9","0,2","3,9","1,2","2,63",18
23.05.2020,20_21,2,капуста белокачанная,100,"1,3","0,1",6,,,25,"1,3","0,1",6,0,0,25
23.05.2020,20_21,2,масло оливковое,8,0,92,0,0,0,824,0,"7,36",0,0,0,"65,92"
23.05.2020,20_21,2,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
23.05.2020,20_21,3,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
23.05.2020,20_21,3,грудка,150,31,"3,6",0,0,0,165,"46,5","5,4",0,0,0,"247,5"
23.05.2020,20_21,3,помидор,100,"0,9","0,2","3,9","1,2","2,63",18,"0,9","0,2","3,9","1,2","2,63",18
23.05.2020,20_21,3,Яблоко,150,"0,3","0,2",14,2,"8,74",52,"0,45","0,3",21,3,"13,11",78
23.05.2020,20_21,3,сыр Легкий Брест,35,"31,2","18,2",0,0,0,289,"10,92","6,37",0,0,0,"101,15"
23.05.2020,20_21,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
24.05.2020,20_22,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
24.05.2020,20_22,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
24.05.2020,20_22,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
24.05.2020,20_22,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
24.05.2020,20_22,1,морковь,86,"0,9","0,2",10,"2,8","4,53",41,"0,774","0,172","8,6","2,408","3,8958","35,26"
24.05.2020,20_22,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
24.05.2020,20_22,2,индейка,150,25,1,0,0,0,130,"37,5","1,5",0,0,0,195
24.05.2020,20_22,2,помидор,100,"0,9","0,2","3,9","1,2","2,63",18,"0,9","0,2","3,9","1,2","2,63",18
24.05.2020,20_22,2,апельсин,160,"0,9","0,1",12,3,9,47,"1,44","0,16","19,2","4,8","14,4","75,2"
24.05.2020,20_22,2,сушки ванильные,10,"9,5",5,74,"2,9","0,3",379,"0,95","0,5","7,4","0,29","0,03","37,9"
24.05.2020,20_22,3,гречка вар,200,4,1,20,"2,938090241",0,100,8,2,40,"5,876180483",0,200
24.05.2020,20_22,3,индейка,150,25,1,0,0,0,130,"37,5","1,5",0,0,0,195
24.05.2020,20_22,2,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
24.05.2020,20_22,3,сыр Легкий Брест,25,"31,2","18,2",0,0,0,289,"7,8","4,55",0,0,0,"72,25"
24.05.2020,20_22,3,сушки ванильные,10,"9,5",5,74,"2,9","0,3",379,"0,95","0,5","7,4","0,29","0,03","37,9"
24.05.2020,20_22,3,сыр Легкий Брест,30,"31,2","18,2",0,0,0,289,"9,36","5,46",0,0,0,"86,7"
24.05.2020,20_22,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
25.05.2020,20_22,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
25.05.2020,20_22,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
25.05.2020,20_22,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
25.05.2020,20_22,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
25.05.2020,20_22,1,морковь,120,"0,9","0,2",10,"2,8","4,53",41,"1,08","0,24",12,"3,36","5,436","49,2"
25.05.2020,20_22,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
25.05.2020,20_22,2,индейка,150,25,1,0,0,0,130,"37,5","1,5",0,0,0,195
25.05.2020,20_22,2,помидор,200,"0,9","0,2","3,9","1,2","2,63",18,"1,8","0,4","7,8","2,4","5,26",36
25.05.2020,20_22,2,апельсин,250,"0,9","0,1",12,3,9,47,"2,25","0,25",30,"7,5","22,5","117,5"
25.05.2020,20_22,2,сушки ванильные,10,"9,5",5,74,"2,9","0,3",379,"0,95","0,5","7,4","0,29","0,03","37,9"
25.05.2020,20_22,3,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
25.05.2020,20_22,3,индейка,150,25,1,0,0,0,130,"37,5","1,5",0,0,0,195
25.05.2020,20_22,2,помидор,250,"0,9","0,2","3,9","1,2","2,63",18,"2,25","0,5","9,75",3,"6,575",45
25.05.2020,20_22,3,масло льняное,10,0,"99,8",0,0,0,898,0,"9,98",0,0,0,"89,8"
25.05.2020,20_22,3,Банан,130,"1,1","0,3",23,"2,6",12,89,"1,43","0,39","29,9","3,38","15,6","115,7"
25.05.2020,20_22,3,Шоколад Спартак 72%,20,10,39,39,10,20,550,2,"7,8","7,8",2,4,110
25.05.2020,20_22,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
26.05.2020,20_22,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
26.05.2020,20_22,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
26.05.2020,20_22,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
26.05.2020,20_22,1,сыр Легкий Брест,60,"31,2","18,2",0,0,0,289,"18,72","10,92",0,0,0,"173,4"
26.05.2020,20_22,1,морковь,100,"0,9","0,2",10,"2,8","4,53",41,"0,9","0,2",10,"2,8","4,53",41
26.05.2020,20_22,2,перловка вар,300,"3,1","0,4",22,"5,1","0,26",120,"9,3","1,2",66,"15,3","0,78",360
26.05.2020,20_22,2,индейка,150,25,1,0,0,0,130,"37,5","1,5",0,0,0,195
26.05.2020,20_22,2,помидор,200,"0,9","0,2","3,9","1,2","2,63",18,"1,8","0,4","7,8","2,4","5,26",36
26.05.2020,20_22,2,апельсин,250,"0,9","0,1",12,3,9,47,"2,25","0,25",30,"7,5","22,5","117,5"
26.05.2020,20_22,2,груша,200,"0,4","0,1",15,,,57,"0,8","0,2",30,0,0,114
26.05.2020,20_22,3,перловка вар,300,"3,1","0,4",22,"5,1","0,26",120,"9,3","1,2",66,"15,3","0,78",360
26.05.2020,20_22,3,индейка,150,25,1,0,0,0,130,"37,5","1,5",0,0,0,195
26.05.2020,20_22,2,помидор,250,"0,9","0,2","3,9","1,2","2,63",18,"2,25","0,5","9,75",3,"6,575",45
26.05.2020,20_22,3,масло оливковое,12,0,92,0,0,0,824,0,"11,04",0,0,0,"98,88"
26.05.2020,20_22,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
27.05.2020,20_22,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
27.05.2020,20_22,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
27.05.2020,20_22,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
27.05.2020,20_22,1,сыр Легкий Брест,60,"31,2","18,2",0,0,0,289,"18,72","10,92",0,0,0,"173,4"
27.05.2020,20_22,1,морковь,130,"0,9","0,2",10,"2,8","4,53",41,"1,17","0,26",13,"3,64","5,889","53,3"
27.05.2020,20_22,2,перловка вар,300,"3,1","0,4",22,"5,1","0,26",120,"9,3","1,2",66,"15,3","0,78",360
27.05.2020,20_22,2,индейка,150,25,1,0,0,0,130,"37,5","1,5",0,0,0,195
27.05.2020,20_22,2,помидор,200,"0,9","0,2","3,9","1,2","2,63",18,"1,8","0,4","7,8","2,4","5,26",36
27.05.2020,20_22,2,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
27.05.2020,20_22,2,груша,200,"0,4","0,1",15,,,57,"0,8","0,2",30,0,0,114
27.05.2020,20_22,3,перловка вар,300,"3,1","0,4",22,"5,1","0,26",120,"9,3","1,2",66,"15,3","0,78",360
27.05.2020,20_22,3,индейка,150,25,1,0,0,0,130,"37,5","1,5",0,0,0,195
27.05.2020,20_22,2,помидор,300,"0,9","0,2","3,9","1,2","2,63",18,"2,7","0,6","11,7","3,6","7,89",54
27.05.2020,20_22,3,масло оливковое,12,0,92,0,0,0,824,0,"11,04",0,0,0,"98,88"
27.05.2020,20_22,3,Банан,130,"1,1","0,3",23,"2,6",12,89,"1,43","0,39","29,9","3,38","15,6","115,7"
27.05.2020,20_22,3,Шоколад Спартак 72%,20,10,39,39,10,20,550,2,"7,8","7,8",2,4,110
27.05.2020,20_22,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
28.05.2020,20_22,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
28.05.2020,20_22,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
28.05.2020,20_22,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
28.05.2020,20_22,1,сыр Легкий Брест,60,"31,2","18,2",0,0,0,289,"18,72","10,92",0,0,0,"173,4"
28.05.2020,20_22,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
28.05.2020,20_22,2,говядина нежирная,150,"25,7","8,1","0,2",0,0,175,"38,55","12,15","0,3",0,0,"262,5"
28.05.2020,20_22,2,помидор,200,"0,9","0,2","3,9","1,2","2,63",18,"1,8","0,4","7,8","2,4","5,26",36
28.05.2020,20_22,2,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
28.05.2020,20_22,2,Яблоко,250,"0,3","0,2",14,2,"8,74",52,"0,75","0,5",35,5,"21,85",130
28.05.2020,20_22,3,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
28.05.2020,20_22,3,говядина нежирная,150,"25,7","8,1","0,2",0,0,175,"38,55","12,15","0,3",0,0,"262,5"
28.05.2020,20_22,2,помидор,300,"0,9","0,2","3,9","1,2","2,63",18,"2,7","0,6","11,7","3,6","7,89",54
28.05.2020,20_22,3,масло оливковое,12,0,92,0,0,0,824,0,"11,04",0,0,0,"98,88"
28.05.2020,20_22,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
29.05.2020,20_22,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
29.05.2020,20_22,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
29.05.2020,20_22,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
29.05.2020,20_22,1,сыр Легкий Брест,60,"31,2","18,2",0,0,0,289,"18,72","10,92",0,0,0,"173,4"
29.05.2020,20_22,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
29.05.2020,20_22,2,говядина нежирная,150,"25,7","8,1","0,2",0,0,175,"38,55","12,15","0,3",0,0,"262,5"
29.05.2020,20_22,2,помидор,200,"0,9","0,2","3,9","1,2","2,63",18,"1,8","0,4","7,8","2,4","5,26",36
29.05.2020,20_22,2,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
29.05.2020,20_22,2,Яблоко,250,"0,3","0,2",14,2,"8,74",52,"0,75","0,5",35,5,"21,85",130
29.05.2020,20_22,2,морская капуста,100,"0,5","0,5","3,8","1,3","0,6",22,"0,5","0,5","3,8","1,3","0,6",22
29.05.2020,20_22,3,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
29.05.2020,20_22,3,говядина нежирная,150,"25,7","8,1","0,2",0,0,175,"38,55","12,15","0,3",0,0,"262,5"
29.05.2020,20_22,2,помидор,300,"0,9","0,2","3,9","1,2","2,63",18,"2,7","0,6","11,7","3,6","7,89",54
29.05.2020,20_22,3,Банан,140,"1,1","0,3",23,"2,6",12,89,"1,54","0,42","32,2","3,64","16,8","124,6"
29.05.2020,20_22,3,Шоколад Спартак 72%,20,10,39,39,10,20,550,2,"7,8","7,8",2,4,110
29.05.2020,20_22,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
30.05.2020,20_22,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
30.05.2020,20_22,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
30.05.2020,20_22,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
30.05.2020,20_22,1,сыр Легкий Брест,60,"31,2","18,2",0,0,0,289,"18,72","10,92",0,0,0,"173,4"
30.05.2020,20_22,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
30.05.2020,20_22,2,Свинина пост,150,"19,4","7,1",0,0,0,160,"29,1","10,65",0,0,0,240
30.05.2020,20_22,2,помидор,200,"0,9","0,2","3,9","1,2","2,63",18,"1,8","0,4","7,8","2,4","5,26",36
30.05.2020,20_22,2,апельсин,200,"0,9","0,1",12,3,9,47,"1,8","0,2",24,6,18,94
30.05.2020,20_22,2,Яблоко,250,"0,3","0,2",14,2,"8,74",52,"0,75","0,5",35,5,"21,85",130
30.05.2020,20_22,2,морская капуста,100,"0,5","0,5","3,8","1,3","0,6",22,"0,5","0,5","3,8","1,3","0,6",22
30.05.2020,20_22,3,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
30.05.2020,20_22,3,Свинина пост,150,"19,4","7,1",0,0,0,160,"29,1","10,65",0,0,0,240
30.05.2020,20_22,2,помидор,300,"0,9","0,2","3,9","1,2","2,63",18,"2,7","0,6","11,7","3,6","7,89",54
30.05.2020,20_22,3,масло оливковое,10,0,92,0,0,0,824,0,"9,2",0,0,0,"82,4"
30.05.2020,20_22,4,творог 1,220,18,1,"1,3",0,0,86,"39,6","2,2","2,86",0,0,"189,2"
31.05.2020,20_23,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
31.05.2020,20_23,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
31.05.2020,20_23,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
31.05.2020,20_23,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
31.05.2020,20_23,2,макароны вар 150/320,300,7,1,32,,,163,21,3,96,0,0,489
31.05.2020,20_23,2,Свинина пост,100,"19,4","7,1",0,0,0,160,"19,4","7,1",0,0,0,160
31.05.2020,20_23,2,Яйцо белок,120,"11,1",0,1,0,0,46,"13,32",0,"1,2",0,0,"55,2"
31.05.2020,20_23,2,Яйцо желток,45,"16,2","31,2","3,6",0,0,354,"7,29","14,04","1,62",0,0,"159,3"
31.05.2020,20_23,2,морская капуста,100,"0,5","0,5","3,8","1,3","0,6",22,"0,5","0,5","3,8","1,3","0,6",22
31.05.2020,20_23,2,горошек bond,40,"5,5","0,7","7,4",,,74,"2,2","0,28","2,96",0,0,"29,6"
31.05.2020,20_23,2,апельсин,160,"0,9","0,1",12,3,9,47,"1,44","0,16","19,2","4,8","14,4","75,2"
31.05.2020,20_23,2,сухари,30,"10,3","3,8","80,8",,,391,"3,09","1,14","24,24",0,0,"117,3"
31.05.2020,20_23,3,макароны вар 150/320,300,7,1,32,,,163,21,3,96,0,0,489
31.05.2020,20_23,3,Яйцо белок,200,"11,1",0,1,0,0,46,"22,2",0,2,0,0,92
31.05.2020,20_23,3,Яйцо желток,15,"16,2","31,2","3,6",0,0,354,"2,43","4,68","0,54",0,0,"53,1"
31.05.2020,20_23,3,Яблоко,250,"0,3","0,2",14,2,"8,74",52,"0,75","0,5",35,5,"21,85",130
31.05.2020,20_23,3,котлета 24,50,16,4,6,,,113,8,2,3,0,0,"56,5"
01.06.2020,20_23,1,Овсянка,80,13,6,63,9,0,360,"10,4","4,8","50,4","7,2",0,288
01.06.2020,20_23,1,Президент 85,20,"10,3",52,24,13,2,607,"2,06","10,4","4,8","2,6","0,4","121,4"
01.06.2020,20_23,1,Exponenta 30,250,12,0,"2,5",0,0,60,30,0,"6,25",0,0,150
01.06.2020,20_23,1,сыр Легкий Брест,55,"31,2","18,2",0,0,0,289,"17,16","10,01",0,0,0,"158,95"
01.06.2020,20_23,2,гречка вар,300,4,1,20,"2,938090241",0,100,12,3,60,"8,814270724",0,300
